due_date,rank,business_id,name,city,category,stage,score,next_action,phone,email,website
"2026-06-17","269","laurel-tree-at-northern-phoenix-85021-f8b196e","Laurel Tree at Northern","Phoenix","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 506-8611","",""
"2026-06-18","270","law-bear-auto-accident-attorneys-phoenix-85016-111162c","Law Bear Auto Accident Attorneys","Phoenix","Auto Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(832) 274-4228","",""
"2026-05-20","271","ldh-consulting-scottsdale-business-professional-services-f5a918c","LDH Consulting","Scottsdale","Business Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 205-6195","",""
"2026-05-21","272","lucid-private-offices-phoenix-85016-277ce05","Lucid Private Offices","Phoenix","Beauty And Wellness","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 847-9835","",""
"2026-05-22","273","mark-taylor-residential-scottsdale-85251-401ed3e","Mark-Taylor Residential","Scottsdale","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 991-9111","",""
"2026-05-23","274","metromerch-phx-phoenix-85051-fc83f78","MetroMerch Phx","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(323) 825-9815","",""
"2026-05-24","275","milano-nail-spa-madison-village-llc-phoenix-85020-e20bbbe","Milano Nail Spa Madison Village LLC.","Phoenix","Beauty And Wellness","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 334-1051","",""
"2026-05-25","276","moon-valley-nursery-scottsdale-85260-59a9ca0","Moon Valley Nursery","Scottsdale","Local Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 374-3964","",""
"2026-05-26","277","nothing-bundt-cakes-phoenix-85042-1386855","Nothing Bundt Cakes","Phoenix","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(915) 309-6922","",""
"2026-05-27","278","one-stop-auto-body-and-paint-phoenix-85027-2a50d90","One Stop Auto Body & Paint","Phoenix","Auto Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 944-0880","",""
"2026-05-28","279","pacific-office-automation-phoenix-85008-01313eb","Pacific Office Automation","Phoenix","Auto Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 305-5500","",""
"2026-05-29","280","phoenix-pawn-and-gold-phoenix-85009-cc4d93c","Phoenix Pawn and Gold","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 272-3449","",""
"2026-05-30","281","phoenix-realtors-phoenix-85020-6aeca57","Phoenix REALTORS","Phoenix","Real Estate And Property","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 246-1012","",""
"2026-05-31","282","pinnacle-business-solutions-scottsdale-85255-9cc79f2","Pinnacle Business Solutions","Scottsdale","Local Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 980-3977","",""
"2026-06-01","283","quantum-qarat-phoenix-85016-634059c","Quantum Qarat","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(480) 221-5194","",""
"2026-06-02","284","schmitt-jewelers-phoenix-85018-6eccca7","Schmitt Jewelers","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 840-1144","",""
"2026-06-03","285","scott-s-automotive-phoenix-85014-5c5fdee","Scott's Automotive","Phoenix","Auto Services","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 237-5237","",""
"2026-06-04","286","supreme-comfort-phoenix-85034-b8e4c1b","Supreme Comfort","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(623) 281-0621","",""
"2026-06-05","287","the-old-spaghetti-factory-phoenix-85004-90dbe20","The Old Spaghetti Factory","Phoenix","Food And Events","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 257-0380","",""
"2026-06-06","288","the-village-health-clubs-and-spas-camelback-phoenix-85018-38c7b54","The Village Health Clubs & Spas - Camelback","Phoenix","Beauty And Wellness","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 840-6412","",""
"2026-06-07","289","trudoor-doors-and-hardware-phoenix-85043-7c462c9","Trudoor - Doors & Hardware","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(623) 748-9122","",""
"2026-06-08","290","val-u-chem-phoenix-85034-9b198f9","Val-U-Chem","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(602) 957-2808","",""
"2026-06-09","291","wss-phoenix-85013-2cef642","WSS","Phoenix","Retail And Specialty","claim-and-verify","42","Invite owner to claim listing and submit proof packet.","(623) 281-0618","",""
"2026-06-10","292","a-z-air-duct-tempe-85282-5668e9d","A-Z Air Duct","Tempe","Home Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 466-2234","",""
"2026-06-11","293","ait-promotions-glendale-85304-85ee3b9","AIT Promotions","Glendale","Local Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 978-2791","",""
"2026-06-12","294","aker-ink-pr-and-marketing-scottsdale-85016-5221eb1","Aker Ink PR & Marketing","Scottsdale","Creative Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 269-2291","",""
"2026-06-13","295","alaskausa-federal-credit-union-tempe-branch-tempe-85282-5bc84aa","AlaskaUSA Federal Credit Union - Tempe Branch","Tempe","Legal And Financial","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 338-5841","",""
"2026-06-14","296","all-city-towing-tempe-85281-c1a23d8","All City Towing","Tempe","Auto Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 833-7278","",""
"2026-06-15","297","alma-school-pawn-and-gold-mesa-85210-2364e7a","Alma School Pawn and Gold","Mesa","Retail And Specialty","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 644-7932","",""
"2026-06-16","298","arizona-balloon-company-glendale-85306-d6013bf","Arizona Balloon Company","Glendale","Creative Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 938-3550","",""
"2026-06-17","299","arizona-bioindustry-association-azbio-chandler-85226-d7f7526","Arizona Bioindustry Association (AZBio)","Chandler","Health And Care","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 779-8101","",""
"2026-06-18","300","arizona-complete-health-tempe-85281-ade1efa","Arizona Complete Health","Tempe","Health And Care","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 567-9083 ext. 26883","",""
"2026-05-20","301","arizona-private-school-association-scottsdale-85260-6216236","Arizona Private School Association","Scottsdale","Education And Childcare","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 254-5199","",""
"2026-05-21","302","atlas-capital-llc-paradise-valley-85253-5876a84","Atlas Capital, LLC","Paradise Valley","Legal And Financial","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 499-4444","",""
"2026-05-22","303","atlas-residential-llc-paradise-valley-85253-f932414","Atlas Residential, LLC","Paradise Valley","Real Estate And Property","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 903-7286","",""
"2026-05-23","304","az-policy-connect-scottsdale-85258-c34fd08","AZ Policy Connect","Scottsdale","Creative Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 428-6644","",""
"2026-05-24","305","az-pressure-wash-and-windows-scottsdale-85254-0ae8431","Az Pressure Wash and Windows","Scottsdale","Auto Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 658-3605","",""
"2026-05-25","306","b-and-b-pawn-and-gold-mesa-85023-5244f4c","B and B Pawn and Gold","Mesa","Retail And Specialty","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 610-1240","",""
"2026-05-26","307","benchmark-tempe-85281-3a6afc2","Benchmark","Tempe","Local Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 300-7000","",""
"2026-05-27","308","benhd-llc-paradise-valley-85253-3b0c453","BenHD, LLC","Paradise Valley","Creative Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 221-3377","",""
"2026-05-28","309","bob-allen-aflac-glendale-85383-2dc12c2","Bob Allen-Aflac","Glendale","Legal And Financial","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(219) 776-5449","",""
"2026-05-29","310","brad-siok-state-farm-agent-peoria-85382-f50a1cf","Brad Siok-State Farm Agent","Peoria","Legal And Financial","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 566-6405","",""
"2026-05-30","311","center-for-the-future-of-arizona-arizona-state-university-phoenix-85004-3f78a13","Center for the Future of Arizona, Arizona State University","Phoenix","Education And Childcare","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 496-1360","",""
"2026-05-31","312","coding-in-color-avondale-85323-66b60a8","Coding in Color","Avondale","Business Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 516-8317","",""
"2026-06-01","313","comfort-systems-usa-southwest-inc-chandler-85226-f35c66c","Comfort Systems USA Southwest, Inc.","Chandler","Home Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 940-8400","",""
"2026-06-02","314","concord-general-contracting-mesa-85202-4267377","Concord General Contracting","Mesa","Real Estate And Property","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 962-8080","",""
"2026-06-03","315","desert-vista-eye-specialists-scottsdale-scottsdale-85260-fe3acb6","Desert Vista Eye Specialists-Scottsdale","Scottsdale","Health And Care","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 483-0711","",""
"2026-06-04","316","devoted-guardians-home-care-and-homehealth-tempe-85284-5df8f8b","Devoted Guardians Home Care & Homehealth","Tempe","Health And Care","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 999-3012","",""
"2026-06-05","317","floor-daddy-tempe-85282-762f691","Floor Daddy","Tempe","Home Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 313-3000","",""
"2026-06-06","318","gus-brothers-construction-scottsdale-85252-8a35331","Gus Brothers Construction","Scottsdale","Home Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 766-0996","",""
"2026-06-07","319","horizon-safety-training-llc-tempe-85283-46a33a7","Horizon Safety Training, LLC","Tempe","Local Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 748-8239","",""
"2026-06-08","320","idm-companies-scottsdale-85253-2ccb425","IDM Companies","Scottsdale","Home Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 977-3477","",""
"2026-06-09","321","kary-environmental-services-mesa-85210-f67bfa0","Kary Environmental Services","Mesa","Local Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 945-0009","",""
"2026-06-10","322","kp-staffing-peoria-85382-433f2cf","KP Staffing","Peoria","Business Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 755-6619","",""
"2026-06-11","323","lemonds-aveda-salon-spa-litchfield-park-85340-4966a5f","LeMonds Aveda Salon - Spa","Litchfield Park","Beauty And Wellness","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 535-4967","",""
"2026-06-12","324","litchfield-s-at-wigwam-arizona-litchfield-park-85340-7582d79","Litchfield's at Wigwam Arizona","Litchfield Park","Food And Events","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 935-3811","",""
"2026-06-13","325","looking-forward-consulting-goodyear-85395-a814b0d","Looking Forward Consulting","Goodyear","Business Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(503) 490-7166","",""
"2026-06-14","326","lucid-private-offices-scottsdale-old-town-scottsdale-85251-5309fdb","Lucid Private Offices-Scottsdale/Old Town","Scottsdale","Auto Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 780-1507","",""
"2026-06-15","327","lunar-pest-control-chandler-85224-60909db","Lunar Pest Control","Chandler","Home Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 864-2728","",""
"2026-06-16","328","manheim-phoenix-tolleson-85353-891f002","Manheim Phoenix","Tolleson","Auto Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 907-7000","",""
"2026-06-17","329","new-frontier-immigration-law-glendale-85301-6f82118","New Frontier Immigration Law","Glendale","Legal And Financial","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 742-5400","",""
"2026-06-18","330","nuvodia-chandler-85226-207c985","Nuvodia","Chandler","Business Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 469-8899","",""
"2026-05-20","331","oasis-senior-advisors-buckeye-85396-2ee1b8d","Oasis Senior Advisors","Buckeye","Local Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 562-6050","",""
"2026-05-21","332","paragon-pro-rentals-buckeye-85326-2c34959","Paragon Pro Rentals","Buckeye","Real Estate And Property","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(833) 404-7368","",""
"2026-05-22","333","premier-expeditors-inc-mesa-85206-4ad138c","Premier Expeditors Inc","Mesa","Business Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 866-8434","",""
"2026-05-23","334","scott-s-automotive-of-north-peoria-peoria-85016-dec95df","Scott's Automotive of North Peoria","Peoria","Auto Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 933-5454","",""
"2026-05-24","335","the-mcrae-agency-paradise-valley-85253-94595ba","The McRae Agency","Paradise Valley","Creative Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 330-1996","",""
"2026-05-25","336","triyoung-inc-peoria-85381-ab239de","TriYoung, Inc.","Peoria","Business Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(602) 424-1703","",""
"2026-05-26","337","west-valley-pawn-and-gold-avondale-85323-968d882","West Valley Pawn and Gold","Avondale","Retail And Specialty","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(623) 932-9364","",""
"2026-05-27","338","zest-plumbing-and-drain-scottsdale-85260-b72858f","Zest Plumbing & Drain","Scottsdale","Home Services","claim-and-verify","41","Invite owner to claim listing and submit proof packet.","(480) 618-1750","",""
"2026-05-28","339","national-kidney-foundation-of-arizona-phoenix-healthcare-wellness-9421e49","National Kidney Foundation of Arizona","Phoenix","Health And Care","needs-contact-enrichment","20","Find direct owner contact before AE outreach.","","",""
