rank,business_id,name,city,category,priority_score,product,phone,email,website,script_angle,url
"217","platz-juris-pllc-phoenix-85016-4e77b1f","PLATZ JURIS, PLLC","Phoenix","Legal And Financial","22","verified-profile-upgrade","(480) 570-8558","","","Your business is already listed; claim and clean it up before competitors do.","/business/platz-juris-pllc-phoenix-85016-4e77b1f/"
"218","policy-az-llc-phoenix-85020-315362e","Policy AZ, LLC","Phoenix","Creative Services","22","verified-profile-upgrade","(602) 882-9606","","","Your business is already listed; claim and clean it up before competitors do.","/business/policy-az-llc-phoenix-85020-315362e/"
"219","policy-development-group-inc-phoenix-85012-042d5db","Policy Development Group, Inc.","Phoenix","Business Services","22","verified-profile-upgrade","(602) 274-4244","","","Your business is already listed; claim and clean it up before competitors do.","/business/policy-development-group-inc-phoenix-85012-042d5db/"
"220","premier-expeditors-inc-mesa-85206-4ad138c","Premier Expeditors Inc","Mesa","Business Services","22","verified-profile-upgrade","(623) 866-8434","","","Your business is already listed; claim and clean it up before competitors do.","/business/premier-expeditors-inc-mesa-85206-4ad138c/"
"221","price-4-limo-phoenix-phoenix-85003-3903bb5","Price 4 Limo Phoenix","Phoenix","Business Services","22","verified-profile-upgrade","(866) 265-5479","","","Your business is already listed; claim and clean it up before competitors do.","/business/price-4-limo-phoenix-phoenix-85003-3903bb5/"
"222","public-policy-partners-phoenix-85003-fbc0311","Public Policy Partners","Phoenix","Business Services","22","verified-profile-upgrade","(602) 200-6777","","","Your business is already listed; claim and clean it up before competitors do.","/business/public-policy-partners-phoenix-85003-fbc0311/"
"223","qdi-quarries-direct-international-llc-phoenix-85009-95f1d7c","QDI - Quarries Direct International, LLC","Phoenix","Home Services","22","verified-profile-upgrade","(602) 269-7900","","","Your business is already listed; claim and clean it up before competitors do.","/business/qdi-quarries-direct-international-llc-phoenix-85009-95f1d7c/"
"224","quantum-qarat-phoenix-85016-634059c","Quantum Qarat","Phoenix","Retail And Specialty","22","verified-profile-upgrade","(480) 221-5194","","","Your business is already listed; claim and clean it up before competitors do.","/business/quantum-qarat-phoenix-85016-634059c/"
"225","s-c-communications-phoenix-85018-66d126d","S+C Communications","Phoenix","Creative Services","22","verified-profile-upgrade","(602) 677-5422","","","Your business is already listed; claim and clean it up before competitors do.","/business/s-c-communications-phoenix-85018-66d126d/"
"226","sa-recycling-phoenix-85009-57ce81c","SA Recycling","Phoenix","Home Services","22","verified-profile-upgrade","(602) 447-3000","","","Your business is already listed; claim and clean it up before competitors do.","/business/sa-recycling-phoenix-85009-57ce81c/"
"227","schmitt-jewelers-phoenix-85018-6eccca7","Schmitt Jewelers","Phoenix","Retail And Specialty","22","verified-profile-upgrade","(602) 840-1144","","","Your business is already listed; claim and clean it up before competitors do.","/business/schmitt-jewelers-phoenix-85018-6eccca7/"
"228","scott-s-automotive-phoenix-85014-5c5fdee","Scott's Automotive","Phoenix","Auto Services","22","verified-profile-upgrade","(602) 237-5237","","","Your business is already listed; claim and clean it up before competitors do.","/business/scott-s-automotive-phoenix-85014-5c5fdee/"
"229","scott-s-automotive-of-north-peoria-peoria-85016-dec95df","Scott's Automotive of North Peoria","Peoria","Auto Services","22","verified-profile-upgrade","(623) 933-5454","","","Your business is already listed; claim and clean it up before competitors do.","/business/scott-s-automotive-of-north-peoria-peoria-85016-dec95df/"
"230","servpro-of-phoenix-phoenix-85034-e69aa6c","Servpro of Phoenix","Phoenix","Home Services","22","verified-profile-upgrade","(480) 503-2090","","","Your business is already listed; claim and clean it up before competitors do.","/business/servpro-of-phoenix-phoenix-85034-e69aa6c/"
"231","shin-etsu-microsi-phoenix-85044-760a25a","Shin-Etsu MicroSi","Phoenix","Home Services","22","verified-profile-upgrade","(480) 893-8898","","","Your business is already listed; claim and clean it up before competitors do.","/business/shin-etsu-microsi-phoenix-85044-760a25a/"
"232","strategic-impact-partners-phoenix-85007-d6716c2","Strategic Impact Partners","Phoenix","Creative Services","22","verified-profile-upgrade","(480) 470-3648","","","Your business is already listed; claim and clean it up before competitors do.","/business/strategic-impact-partners-phoenix-85007-d6716c2/"
"233","supreme-comfort-phoenix-85034-b8e4c1b","Supreme Comfort","Phoenix","Retail And Specialty","22","verified-profile-upgrade","(623) 281-0621","","","Your business is already listed; claim and clean it up before competitors do.","/business/supreme-comfort-phoenix-85034-b8e4c1b/"
"234","the-dauz-phoenix-85007-35d5566","The Dauz","Phoenix","Creative Services","22","verified-profile-upgrade","(602) 257-0750","","","Your business is already listed; claim and clean it up before competitors do.","/business/the-dauz-phoenix-85007-35d5566/"
"235","the-green-room-landscape-architecture-phoenix-85012-b232df5","The Green Room Landscape Architecture","Phoenix","Home Services","22","verified-profile-upgrade","(480) 795-4754","","","Your business is already listed; claim and clean it up before competitors do.","/business/the-green-room-landscape-architecture-phoenix-85012-b232df5/"
"236","the-mcrae-agency-paradise-valley-85253-94595ba","The McRae Agency","Paradise Valley","Creative Services","22","verified-profile-upgrade","(602) 330-1996","","","Your business is already listed; claim and clean it up before competitors do.","/business/the-mcrae-agency-paradise-valley-85253-94595ba/"
"237","the-old-spaghetti-factory-phoenix-85004-90dbe20","The Old Spaghetti Factory","Phoenix","Food And Events","22","verified-profile-upgrade","(602) 257-0380","","","Your business is already listed; claim and clean it up before competitors do.","/business/the-old-spaghetti-factory-phoenix-85004-90dbe20/"
"238","the-village-health-clubs-and-spas-camelback-phoenix-85018-38c7b54","The Village Health Clubs & Spas - Camelback","Phoenix","Beauty And Wellness","22","verified-profile-upgrade","(602) 840-6412","","","Your business is already listed; claim and clean it up before competitors do.","/business/the-village-health-clubs-and-spas-camelback-phoenix-85018-38c7b54/"
"239","triadvocates-llc-phoenix-85004-25c34da","Triadvocates LLC","Phoenix","Creative Services","22","verified-profile-upgrade","(602) 761-2760","","","Your business is already listed; claim and clean it up before competitors do.","/business/triadvocates-llc-phoenix-85004-25c34da/"
"240","triyoung-inc-peoria-85381-ab239de","TriYoung, Inc.","Peoria","Business Services","22","verified-profile-upgrade","(602) 424-1703","","","Your business is already listed; claim and clean it up before competitors do.","/business/triyoung-inc-peoria-85381-ab239de/"
"241","trublue-home-service-ally-of-phoenix-phoenix-85070-5cedd08","TruBlue Home Service Ally of Phoenix","Phoenix","Local Services","22","verified-profile-upgrade","(602) 818-8566","","","Your business is already listed; claim and clean it up before competitors do.","/business/trublue-home-service-ally-of-phoenix-phoenix-85070-5cedd08/"
"242","trudoor-doors-and-hardware-phoenix-85043-7c462c9","Trudoor - Doors & Hardware","Phoenix","Retail And Specialty","22","verified-profile-upgrade","(623) 748-9122","","","Your business is already listed; claim and clean it up before competitors do.","/business/trudoor-doors-and-hardware-phoenix-85043-7c462c9/"
"243","veridus-phoenix-85004-f41f053","Veridus","Phoenix","Creative Services","22","verified-profile-upgrade","(602) 229-1129","","","Your business is already listed; claim and clean it up before competitors do.","/business/veridus-phoenix-85004-f41f053/"
"244","video-west-inc-phoenix-85008-f877579","Video West, Inc.","Phoenix","Creative Services","22","verified-profile-upgrade","(480) 222-3180","","","Your business is already listed; claim and clean it up before competitors do.","/business/video-west-inc-phoenix-85008-f877579/"
"245","west-valley-pawn-and-gold-avondale-85323-968d882","West Valley Pawn and Gold","Avondale","Retail And Specialty","22","verified-profile-upgrade","(623) 932-9364","","","Your business is already listed; claim and clean it up before competitors do.","/business/west-valley-pawn-and-gold-avondale-85323-968d882/"
"246","window-world-of-phoenix-llc-phoenix-85009-82990a7","Window World of Phoenix, LLC","Phoenix","Local Services","22","verified-profile-upgrade","(602) 535-0180","","","Your business is already listed; claim and clean it up before competitors do.","/business/window-world-of-phoenix-llc-phoenix-85009-82990a7/"
"247","wss-phoenix-85013-2cef642","WSS","Phoenix","Retail And Specialty","22","verified-profile-upgrade","(623) 281-0618","","","Your business is already listed; claim and clean it up before competitors do.","/business/wss-phoenix-85013-2cef642/"
"248","zest-plumbing-and-drain-scottsdale-85260-b72858f","Zest Plumbing & Drain","Scottsdale","Home Services","22","verified-profile-upgrade","(480) 618-1750","","","Your business is already listed; claim and clean it up before competitors do.","/business/zest-plumbing-and-drain-scottsdale-85260-b72858f/"
